timestamp,user,operation,path,is_directory,old_name,new_name,success
2024-06-01 09:01:12,alice,getcwd,C:/Users/alice,False,,,"True"
2024-06-01 09:01:15,alice,listdir,C:/Users/alice/Documents,True,,,"True"
2024-06-01 09:01:20,alice,mkdir,C:/Users/alice/Documents/python_projects,True,,,"True"
2024-06-01 09:01:25,alice,chdir,C:/Users/alice/Documents/python_projects,True,,,"True"
2024-06-01 09:01:30,alice,mkdir,C:/Users/alice/Documents/python_projects/test_dir,True,,,"True"
2024-06-01 09:01:35,alice,listdir,C:/Users/alice/Documents/python_projects,True,,,"True"
2024-06-01 09:01:40,alice,rename,C:/Users/alice/Documents/python_projects/test_dir,True,test_dir,experiment_dir,"True"
2024-06-01 09:01:45,alice,rmdir,C:/Users/alice/Documents/python_projects/experiment_dir,True,,,"True"
2024-06-01 09:02:01,bob,getcwd,C:/Users/bob,False,,,"True"
2024-06-01 09:02:05,bob,chdir,C:/Users/bob/Desktop,True,,,"True"
2024-06-01 09:02:10,bob,mkdir,C:/Users/bob/Desktop/data,True,,,"True"
2024-06-01 09:02:15,bob,listdir,C:/Users/bob/Desktop,True,,,"True"
2024-06-01 09:02:20,bob,mkdir,C:/Users/bob/Desktop/data/project1,True,,,"True"
2024-06-01 09:02:25,bob,rename,C:/Users/bob/Desktop/data/project1,True,project1,projectA,"True"
2024-06-01 09:02:30,bob,mkdir,C:/Users/bob/Desktop/data/projectA/results,True,,,"True"
2024-06-01 09:02:35,bob,listdir,C:/Users/bob/Desktop/data/projectA,True,,,"True"
2024-06-01 09:02:40,bob,rmdir,C:/Users/bob/Desktop/data/projectA/results,True,,,"True"
2024-06-01 09:02:45,bob,rmdir,C:/Users/bob/Desktop/data/projectA,True,,,"True"
2024-06-01 09:03:01,carol,getcwd,C:/Users/carol,False,,,"True"
2024-06-01 09:03:05,carol,chdir,C:/Users/carol/Documents,True,,,"True"
2024-06-01 09:03:10,carol,listdir,C:/Users/carol/Documents,True,,,"True"
2024-06-01 09:03:15,carol,mkdir,C:/Users/carol/Documents/notes,True,,,"True"
2024-06-01 09:03:20,carol,mkdir,C:/Users/carol/Documents/notes/python,True,,,"True"
2024-06-01 09:03:25,carol,rename,C:/Users/carol/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:03:30,carol,listdir,C:/Users/carol/Documents/notes,True,,,"True"
2024-06-01 09:03:35,carol,rmdir,C:/Users/carol/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:03:40,carol,rmdir,C:/Users/carol/Documents/notes,True,,,"True"
2024-06-01 09:04:01,dave,getcwd,C:/Users/dave,False,,,"True"
2024-06-01 09:04:05,dave,chdir,C:/Users/dave/Downloads,True,,,"True"
2024-06-01 09:04:10,dave,listdir,C:/Users/dave/Downloads,True,,,"True"
2024-06-01 09:04:15,dave,mkdir,C:/Users/dave/Downloads/scripts,True,,,"True"
2024-06-01 09:04:20,dave,rename,C:/Users/dave/Downloads/scripts,True,scripts,python_scripts,"True"
2024-06-01 09:04:25,dave,listdir,C:/Users/dave/Downloads,True,,,"True"
2024-06-01 09:04:30,dave,rmdir,C:/Users/dave/Downloads/python_scripts,True,,,"True"
2024-06-01 09:05:01,emma,getcwd,C:/Users/emma,False,,,"True"
2024-06-01 09:05:05,emma,chdir,C:/Users/emma/Documents,True,,,"True"
2024-06-01 09:05:10,emma,mkdir,C:/Users/emma/Documents/reports,True,,,"True"
2024-06-01 09:05:15,emma,listdir,C:/Users/emma/Documents,True,,,"True"
2024-06-01 09:05:20,emma,mkdir,C:/Users/emma/Documents/reports/2024,True,,,"True"
2024-06-01 09:05:25,emma,rename,C:/Users/emma/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:05:30,emma,listdir,C:/Users/emma/Documents/reports,True,,,"True"
2024-06-01 09:05:35,emma,rmdir,C:/Users/emma/Documents/reports/annual_reports,True,,,"True"
2024-06-01 09:05:40,emma,rmdir,C:/Users/emma/Documents/reports,True,,,"True"
2024-06-01 09:06:01,frank,getcwd,C:/Users/frank,False,,,"True"
2024-06-01 09:06:05,frank,chdir,C:/Users/frank/Desktop,True,,,"True"
2024-06-01 09:06:10,frank,mkdir,C:/Users/frank/Desktop/test,True,,,"True"
2024-06-01 09:06:15,frank,listdir,C:/Users/frank/Desktop,True,,,"True"
2024-06-01 09:06:20,frank,rename,C:/Users/frank/Desktop/test,True,test,testing,"True"
2024-06-01 09:06:25,frank,rmdir,C:/Users/frank/Desktop/testing,True,,,"True"
2024-06-01 09:07:01,grace,getcwd,C:/Users/grace,False,,,"True"
2024-06-01 09:07:05,grace,chdir,C:/Users/grace/Documents,True,,,"True"
2024-06-01 09:07:10,grace,mkdir,C:/Users/grace/Documents/assignments,True,,,"True"
2024-06-01 09:07:15,grace,listdir,C:/Users/grace/Documents,True,,,"True"
2024-06-01 09:07:20,grace,mkdir,C:/Users/grace/Documents/assignments/week1,True,,,"True"
2024-06-01 09:07:25,grace,rename,C:/Users/grace/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:07:30,grace,listdir,C:/Users/grace/Documents/assignments,True,,,"True"
2024-06-01 09:07:35,grace,rmdir,C:/Users/grace/Documents/assignments/week01,True,,,"True"
2024-06-01 09:07:40,grace,rmdir,C:/Users/grace/Documents/assignments,True,,,"True"
2024-06-01 09:08:01,henry,getcwd,C:/Users/henry,False,,,"True"
2024-06-01 09:08:05,henry,chdir,C:/Users/henry/Projects,True,,,"True"
2024-06-01 09:08:10,henry,mkdir,C:/Users/henry/Projects/python,True,,,"True"
2024-06-01 09:08:15,henry,listdir,C:/Users/henry/Projects,True,,,"True"
2024-06-01 09:08:20,henry,rename,C:/Users/henry/Projects/python,True,python,python3,"True"
2024-06-01 09:08:25,henry,rmdir,C:/Users/henry/Projects/python3,True,,,"True"
2024-06-01 09:09:01,irene,getcwd,C:/Users/irene,False,,,"True"
2024-06-01 09:09:05,irene,chdir,C:/Users/irene/Documents,True,,,"True"
2024-06-01 09:09:10,irene,mkdir,C:/Users/irene/Documents/notes,True,,,"True"
2024-06-01 09:09:15,irene,listdir,C:/Users/irene/Documents,True,,,"True"
2024-06-01 09:09:20,irene,mkdir,C:/Users/irene/Documents/notes/python,True,,,"True"
2024-06-01 09:09:25,irene,rename,C:/Users/irene/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:09:30,irene,listdir,C:/Users/irene/Documents/notes,True,,,"True"
2024-06-01 09:09:35,irene,rmdir,C:/Users/irene/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:09:40,irene,rmdir,C:/Users/irene/Documents/notes,True,,,"True"
2024-06-01 09:10:01,jack,getcwd,C:/Users/jack,False,,,"True"
2024-06-01 09:10:05,jack,chdir,C:/Users/jack/Desktop,True,,,"True"
2024-06-01 09:10:10,jack,mkdir,C:/Users/jack/Desktop/test,True,,,"True"
2024-06-01 09:10:15,jack,listdir,C:/Users/jack/Desktop,True,,,"True"
2024-06-01 09:10:20,jack,rename,C:/Users/jack/Desktop/test,True,test,testing,"True"
2024-06-01 09:10:25,jack,rmdir,C:/Users/jack/Desktop/testing,True,,,"True"
2024-06-01 09:11:01,kate,getcwd,C:/Users/kate,False,,,"True"
2024-06-01 09:11:05,kate,chdir,C:/Users/kate/Documents,True,,,"True"
2024-06-01 09:11:10,kate,mkdir,C:/Users/kate/Documents/reports,True,,,"True"
2024-06-01 09:11:15,kate,listdir,C:/Users/kate/Documents,True,,,"True"
2024-06-01 09:11:20,kate,mkdir,C:/Users/kate/Documents/reports/2024,True,,,"True"
2024-06-01 09:11:25,kate,rename,C:/Users/kate/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:11:30,kate,listdir,C:/Users/kate/Documents/reports,True,,,"True"
2024-06-01 09:11:35,kate,rmdir,C:/Users/kate/Documents/reports/annual_reports,True,,,"True"
2024-06-01 09:11:40,kate,rmdir,C:/Users/kate/Documents/reports,True,,,"True"
2024-06-01 09:12:01,liam,getcwd,C:/Users/liam,False,,,"True"
2024-06-01 09:12:05,liam,chdir,C:/Users/liam/Projects,True,,,"True"
2024-06-01 09:12:10,liam,mkdir,C:/Users/liam/Projects/python,True,,,"True"
2024-06-01 09:12:15,liam,listdir,C:/Users/liam/Projects,True,,,"True"
2024-06-01 09:12:20,liam,rename,C:/Users/liam/Projects/python,True,python,python3,"True"
2024-06-01 09:12:25,liam,rmdir,C:/Users/liam/Projects/python3,True,,,"True"
2024-06-01 09:13:01,mona,getcwd,C:/Users/mona,False,,,"True"
2024-06-01 09:13:05,mona,chdir,C:/Users/mona/Documents,True,,,"True"
2024-06-01 09:13:10,mona,mkdir,C:/Users/mona/Documents/assignments,True,,,"True"
2024-06-01 09:13:15,mona,listdir,C:/Users/mona/Documents,True,,,"True"
2024-06-01 09:13:20,mona,mkdir,C:/Users/mona/Documents/assignments/week1,True,,,"True"
2024-06-01 09:13:25,mona,rename,C:/Users/mona/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:13:30,mona,listdir,C:/Users/mona/Documents/assignments,True,,,"True"
2024-06-01 09:13:35,mona,rmdir,C:/Users/mona/Documents/assignments/week01,True,,,"True"
2024-06-01 09:13:40,mona,rmdir,C:/Users/mona/Documents/assignments,True,,,"True"
2024-06-01 09:14:01,nick,getcwd,C:/Users/nick,False,,,"True"
2024-06-01 09:14:05,nick,chdir,C:/Users/nick/Desktop,True,,,"True"
2024-06-01 09:14:10,nick,mkdir,C:/Users/nick/Desktop/test,True,,,"True"
2024-06-01 09:14:15,nick,listdir,C:/Users/nick/Desktop,True,,,"True"
2024-06-01 09:14:20,nick,rename,C:/Users/nick/Desktop/test,True,test,testing,"True"
2024-06-01 09:14:25,nick,rmdir,C:/Users/nick/Desktop/testing,True,,,"True"
2024-06-01 09:15:01,olivia,getcwd,C:/Users/olivia,False,,,"True"
2024-06-01 09:15:05,olivia,chdir,C:/Users/olivia/Documents,True,,,"True"
2024-06-01 09:15:10,olivia,mkdir,C:/Users/olivia/Documents/notes,True,,,"True"
2024-06-01 09:15:15,olivia,listdir,C:/Users/olivia/Documents,True,,,"True"
2024-06-01 09:15:20,olivia,mkdir,C:/Users/olivia/Documents/notes/python,True,,,"True"
2024-06-01 09:15:25,olivia,rename,C:/Users/olivia/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:15:30,olivia,listdir,C:/Users/olivia/Documents/notes,True,,,"True"
2024-06-01 09:15:35,olivia,rmdir,C:/Users/olivia/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:15:40,olivia,rmdir,C:/Users/olivia/Documents/notes,True,,,"True"
2024-06-01 09:16:01,peter,getcwd,C:/Users/peter,False,,,"True"
2024-06-01 09:16:05,peter,chdir,C:/Users/peter/Projects,True,,,"True"
2024-06-01 09:16:10,peter,mkdir,C:/Users/peter/Projects/python,True,,,"True"
2024-06-01 09:16:15,peter,listdir,C:/Users/peter/Projects,True,,,"True"
2024-06-01 09:16:20,peter,rename,C:/Users/peter/Projects/python,True,python,python3,"True"
2024-06-01 09:16:25,peter,rmdir,C:/Users/peter/Projects/python3,True,,,"True"
2024-06-01 09:17:01,quinn,getcwd,C:/Users/quinn,False,,,"True"
2024-06-01 09:17:05,quinn,chdir,C:/Users/quinn/Documents,True,,,"True"
2024-06-01 09:17:10,quinn,mkdir,C:/Users/quinn/Documents/reports,True,,,"True"
2024-06-01 09:17:15,quinn,listdir,C:/Users/quinn/Documents,True,,,"True"
2024-06-01 09:17:20,quinn,mkdir,C:/Users/quinn/Documents/reports/2024,True,,,"True"
2024-06-01 09:17:25,quinn,rename,C:/Users/quinn/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:17:30,quinn,listdir,C:/Users/quinn/Documents/reports,True,,,"True"
2024-06-01 09:17:35,quinn,rmdir,C:/Users/quinn/Documents/reports/annual_reports,True,,,"True"
2024-06-01 09:17:40,quinn,rmdir,C:/Users/quinn/Documents/reports,True,,,"True"
2024-06-01 09:18:01,rachel,getcwd,C:/Users/rachel,False,,,"True"
2024-06-01 09:18:05,rachel,chdir,C:/Users/rachel/Desktop,True,,,"True"
2024-06-01 09:18:10,rachel,mkdir,C:/Users/rachel/Desktop/test,True,,,"True"
2024-06-01 09:18:15,rachel,listdir,C:/Users/rachel/Desktop,True,,,"True"
2024-06-01 09:18:20,rachel,rename,C:/Users/rachel/Desktop/test,True,test,testing,"True"
2024-06-01 09:18:25,rachel,rmdir,C:/Users/rachel/Desktop/testing,True,,,"True"
2024-06-01 09:19:01,sam,getcwd,C:/Users/sam,False,,,"True"
2024-06-01 09:19:05,sam,chdir,C:/Users/sam/Documents,True,,,"True"
2024-06-01 09:19:10,sam,mkdir,C:/Users/sam/Documents/assignments,True,,,"True"
2024-06-01 09:19:15,sam,listdir,C:/Users/sam/Documents,True,,,"True"
2024-06-01 09:19:20,sam,mkdir,C:/Users/sam/Documents/assignments/week1,True,,,"True"
2024-06-01 09:19:25,sam,rename,C:/Users/sam/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:19:30,sam,listdir,C:/Users/sam/Documents/assignments,True,,,"True"
2024-06-01 09:19:35,sam,rmdir,C:/Users/sam/Documents/assignments/week01,True,,,"True"
2024-06-01 09:19:40,sam,rmdir,C:/Users/sam/Documents/assignments,True,,,"True"
2024-06-01 09:20:01,tina,getcwd,C:/Users/tina,False,,,"True"
2024-06-01 09:20:05,tina,chdir,C:/Users/tina/Projects,True,,,"True"
2024-06-01 09:20:10,tina,mkdir,C:/Users/tina/Projects/python,True,,,"True"
2024-06-01 09:20:15,tina,listdir,C:/Users/tina/Projects,True,,,"True"
2024-06-01 09:20:20,tina,rename,C:/Users/tina/Projects/python,True,python,python3,"True"
2024-06-01 09:20:25,tina,rmdir,C:/Users/tina/Projects/python3,True,,,"True"
2024-06-01 09:21:01,uma,getcwd,C:/Users/uma,False,,,"True"
2024-06-01 09:21:05,uma,chdir,C:/Users/uma/Documents,True,,,"True"
2024-06-01 09:21:10,uma,mkdir,C:/Users/uma/Documents/notes,True,,,"True"
2024-06-01 09:21:15,uma,listdir,C:/Users/uma/Documents,True,,,"True"
2024-06-01 09:21:20,uma,mkdir,C:/Users/uma/Documents/notes/python,True,,,"True"
2024-06-01 09:21:25,uma,rename,C:/Users/uma/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:21:30,uma,listdir,C:/Users/uma/Documents/notes,True,,,"True"
2024-06-01 09:21:35,uma,rmdir,C:/Users/uma/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:21:40,uma,rmdir,C:/Users/uma/Documents/notes,True,,,"True"
2024-06-01 09:22:01,victor,getcwd,C:/Users/victor,False,,,"True"
2024-06-01 09:22:05,victor,chdir,C:/Users/victor/Desktop,True,,,"True"
2024-06-01 09:22:10,victor,mkdir,C:/Users/victor/Desktop/test,True,,,"True"
2024-06-01 09:22:15,victor,listdir,C:/Users/victor/Desktop,True,,,"True"
2024-06-01 09:22:20,victor,rename,C:/Users/victor/Desktop/test,True,test,testing,"True"
2024-06-01 09:22:25,victor,rmdir,C:/Users/victor/Desktop/testing,True,,,"True"
2024-06-01 09:23:01,wendy,getcwd,C:/Users/wendy,False,,,"True"
2024-06-01 09:23:05,wendy,chdir,C:/Users/wendy/Documents,True,,,"True"
2024-06-01 09:23:10,wendy,mkdir,C:/Users/wendy/Documents/reports,True,,,"True"
2024-06-01 09:23:15,wendy,listdir,C:/Users/wendy/Documents,True,,,"True"
2024-06-01 09:23:20,wendy,mkdir,C:/Users/wendy/Documents/reports/2024,True,,,"True"
2024-06-01 09:23:25,wendy,rename,C:/Users/wendy/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:23:30,wendy,listdir,C:/Users/wendy/Documents/reports,True,,,"True"
2024-06-01 09:23:35,wendy,rmdir,C:/Users/wendy/Documents/reports/annual_reports,True,,,"True"
2024-06-01 09:23:40,wendy,rmdir,C:/Users/wendy/Documents/reports,True,,,"True"
2024-06-01 09:24:01,xavier,getcwd,C:/Users/xavier,False,,,"True"
2024-06-01 09:24:05,xavier,chdir,C:/Users/xavier/Projects,True,,,"True"
2024-06-01 09:24:10,xavier,mkdir,C:/Users/xavier/Projects/python,True,,,"True"
2024-06-01 09:24:15,xavier,listdir,C:/Users/xavier/Projects,True,,,"True"
2024-06-01 09:24:20,xavier,rename,C:/Users/xavier/Projects/python,True,python,python3,"True"
2024-06-01 09:24:25,xavier,rmdir,C:/Users/xavier/Projects/python3,True,,,"True"
2024-06-01 09:25:01,yara,getcwd,C:/Users/yara,False,,,"True"
2024-06-01 09:25:05,yara,chdir,C:/Users/yara/Documents,True,,,"True"
2024-06-01 09:25:10,yara,mkdir,C:/Users/yara/Documents/assignments,True,,,"True"
2024-06-01 09:25:15,yara,listdir,C:/Users/yara/Documents,True,,,"True"
2024-06-01 09:25:20,yara,mkdir,C:/Users/yara/Documents/assignments/week1,True,,,"True"
2024-06-01 09:25:25,yara,rename,C:/Users/yara/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:25:30,yara,listdir,C:/Users/yara/Documents/assignments,True,,,"True"
2024-06-01 09:25:35,yara,rmdir,C:/Users/yara/Documents/assignments/week01,True,,,"True"
2024-06-01 09:25:40,yara,rmdir,C:/Users/yara/Documents/assignments,True,,,"True"
2024-06-01 09:26:01,zane,getcwd,C:/Users/zane,False,,,"True"
2024-06-01 09:26:05,zane,chdir,C:/Users/zane/Desktop,True,,,"True"
2024-06-01 09:26:10,zane,mkdir,C:/Users/zane/Desktop/test,True,,,"True"
2024-06-01 09:26:15,zane,listdir,C:/Users/zane/Desktop,True,,,"True"
2024-06-01 09:26:20,zane,rename,C:/Users/zane/Desktop/test,True,test,testing,"True"
2024-06-01 09:26:25,zane,rmdir,C:/Users/zane/Desktop/testing,True,,,"True"
2024-06-01 09:27:01,alice,getcwd,C:/Users/alice,False,,,"True"
2024-06-01 09:27:05,alice,chdir,C:/Users/alice/Documents,True,,,"True"
2024-06-01 09:27:10,alice,mkdir,C:/Users/alice/Documents/notes,True,,,"True"
2024-06-01 09:27:15,alice,listdir,C:/Users/alice/Documents,True,,,"True"
2024-06-01 09:27:20,alice,mkdir,C:/Users/alice/Documents/notes/python,True,,,"True"
2024-06-01 09:27:25,alice,rename,C:/Users/alice/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:27:30,alice,listdir,C:/Users/alice/Documents/notes,True,,,"True"
2024-06-01 09:27:35,alice,rmdir,C:/Users/alice/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:27:40,alice,rmdir,C:/Users/alice/Documents/notes,True,,,"True"
2024-06-01 09:28:01,bob,getcwd,C:/Users/bob,False,,,"True"
2024-06-01 09:28:05,bob,chdir,C:/Users/bob/Projects,True,,,"True"
2024-06-01 09:28:10,bob,mkdir,C:/Users/bob/Projects/python,True,,,"True"
2024-06-01 09:28:15,bob,listdir,C:/Users/bob/Projects,True,,,"True"
2024-06-01 09:28:20,bob,rename,C:/Users/bob/Projects/python,True,python,python3,"True"
2024-06-01 09:28:25,bob,rmdir,C:/Users/bob/Projects/python3,True,,,"True"
2024-06-01 09:29:01,carol,getcwd,C:/Users/carol,False,,,"True"
2024-06-01 09:29:05,carol,chdir,C:/Users/carol/Documents,True,,,"True"
